id,pedido_id,item_numero,descripcion,cantidad,peso_total,espesor,material,unidad_cobro,precio_unitario,total_linea,origen_precio,detalles
1737,282,3,Curva con Casquete,4.0,0.0,0.5,Galvanizado,un,1080.0,4320.0,Lista: Curva con Casquete (Pieza Esp.),Dim: Ø:12cm | Ang: 45° | Casq: 4 | Unión: Copla Rodón / Embutido
1738,282,4,Cono,2.0,5.2024896,0.5,Galvanizado,kg,160.0,832.398336,Lista: Cono (Galv),Dim: H:50cm Ø1:60 Ø2:12cm | Unión: Copla Rodón / Embutido
1739,282,5,Unión c/ Lona,4.0,4.4159999999999995,0.5,Galvanizado,un,2340.0,9360.0,Lista: Unión c/ Lona (Pieza Esp.),Dim: A:12cm B:12cm H:50cm | Unión: Copla Rodón / Embutido
1746,285,1,Plancha Lisa,9.0,20.0,0.5,Galvanizado,-,0.0,0.0,Manual,Dim: A:40cm B:1000cm
1747,285,2,Plancha Lisa,9.0,26.0,0.5,Galvanizado,-,0.0,0.0,Manual,Dim: A:30cm B:1000cm
1753,288,1,Transformación,1.0,4.391920000000001,0.5,Galvanizado,kg,160.0,702.7072000000001,Lista: Transformación (Galv),
1754,288,2,Unión c/ Lona,1.0,1.77836,0.5,Galvanizado,un,2340.0,2340.0,Lista: Unión c/ Lona (Pieza Esp.),
1758,290,1,Ducto Cilindrico,15.0,57.868667764616276,0.5,Galvanizado,kg,216.0,12499.632237157115,Lista: Ducto Cilindrico (Galv),
1759,290,2,Codo,3.0,0.2662311278358134,0.5,Galvanizado,kg,160.0,42.59698045373014,Lista: Codo (Galv),
1760,290,3,Medio Codo,4.0,0.35497483711441785,0.5,Galvanizado,kg,160.0,56.79597393830686,Lista: Medio Codo (Galv),
1761,290,4,Balletas,1.0,46.0,0.5,Galvanizado,kg,160.0,7360.0,,
1762,291,1,Ducto Recto,1.0,7.038,0.5,Galvanizado,kg,160.0,1126.08,Lista: Ducto Recto (Galv),Dim: A:55cm B:30cm H:90cm | Unión: TDF / TDF
1763,291,2,Ducto Recto,2.0,4.5447999999999995,0.5,Galvanizado,kg,160.0,727.1679999999999,Lista: Ducto Recto (Galv),Dim: A:65cm B:30cm H:26cm | Unión: TDF / TDF
1764,291,3,Ducto Recto,2.0,2.8703999999999996,0.5,Galvanizado,kg,160.0,459.26399999999995,Lista: Ducto Recto (Galv),Dim: A:30cm B:30cm H:26cm | Unión: TDF / TDF
1765,291,4,Ducto Recto,2.0,3.8272,0.5,Galvanizado,kg,160.0,612.352,Lista: Ducto Recto (Galv),Dim: A:50cm B:30cm H:26cm | Unión: TDF / TDF
1766,291,5,Unión c/ Lona,1.0,1.4720000000000002,0.5,Galvanizado,un,2340.0,2340.0,Lista: Unión c/ Lona (Pieza Esp.),Dim: A:50cm B:30cm H:20cm | Unión: TDF / Escuadra
1767,291,6,Unión c/ Lona,1.0,1.3800000000000001,0.5,Galvanizado,un,2340.0,2340.0,Lista: Unión c/ Lona (Pieza Esp.),Dim: A:50cm B:25cm H:20cm | Unión: TDF / Escuadra
1768,291,7,Unión c/ Lona,1.0,1.1039999999999999,0.5,Galvanizado,un,2340.0,2340.0,Lista: Unión c/ Lona (Pieza Esp.),Dim: A:30cm B:30cm H:20cm | Unión: TDF / Escuadra
1769,291,8,Unión c/ Lona,2.0,3.4959999999999996,0.5,Galvanizado,un,2340.0,4680.0,Lista: Unión c/ Lona (Pieza Esp.),Dim: A:65cm B:30cm H:20cm | Unión: TDF / Escuadra
1770,291,9,Transformación,1.0,1.4260000000000002,0.5,Galvanizado,kg,160.0,228.16000000000003,Lista: Transformación (Galv),Dim: A:60cm B:20cm C:50cm D:25cm H:20cm | Unión: TDF / TDF | Simetría: Simétrica - Inf. Pareja
